timestamp,x,y,z,r
46778000,2.768533165,25.6533033,5.77067277,
46908000,2.7394317299999997,25.8198797,5.77140413,
47017200,2.715156,25.9617307,5.77231057,
47127200,2.690602196,26.1018316,5.77198708,
47258000,2.66187742,26.2741965,5.77212158,
47367200,2.636749547,26.413783600000002,5.77103249,
47487200,2.611414817,26.5720774,5.77131313,
47596000,2.589162115,26.7163272,5.7700917800000004,
47707200,2.563271716,26.8587703,5.76866276,
47806000,2.5411516,26.987864000000002,5.76816678,
47926400,2.51398558,27.1448468,5.76805017,
48087200,2.47513807,27.3538583,5.76561003,
48185200,2.45206322,27.4791327,5.7641736,
48287200,2.428225712,27.6096078,5.76325205,
48408000,2.400855235,27.7611462,5.76096083,
48527200,2.3765290869999998,27.9165038,5.75828874,
48647200,2.347937216,28.0668876,5.7564931,
48747200,2.327223678,28.1957649,5.75529337,
48867200,2.303657046,28.352680199999998,5.75371234,
48987200,2.276657192,28.505800100000002,5.75178844,
49108000,2.253696174,28.6679149,5.75025668,
49216000,2.23193522,28.811323899999998,5.74847114,
49346800,2.203588224,28.979872,5.74417969,
49457200,2.181682223,29.1239967,5.7422593299999996,
49567200,2.162281524,29.2712408,5.73913255,
49696800,2.134761848,29.435284799999998,5.7342516,
49797200,2.11436954,29.5657622,5.7318451,
49917200,2.088303714,29.7154754,5.72804643,
50026000,2.06643021,29.8585016,5.72494938,
50147200,2.04300721,30.0154475,5.72172752,
50267200,2.0166904199999998,30.1654808,5.71721881,
50377200,1.99474415,30.3088662,5.71448772,
50506000,1.967994886,30.47365,5.71105673,
50626000,1.94260216,30.6253051,5.7044862,
50726000,1.921651403,30.7537329,5.70017675,
50837600,1.89884714,30.8995287,5.69584189,
50966000,1.86663454,31.0517072,5.68885403,
51067200,1.84557233,31.17866,5.68416741,
51186000,1.81988449,31.3257048,5.67586727,
51306000,1.7961940299999999,31.4720328,5.6701803,
51426000,1.773894554,31.6223918,5.66531143,
51556000,1.75046149,31.7888515,5.65685674,
51678000,1.730146757,31.946024100000002,5.65133037,
51788000,1.710435054,32.0809234,5.6457841,
51897200,1.6884589349999999,32.2201058,5.63882075,
52006000,1.667967035,32.3598755,5.63333463,
52116000,1.648855257,32.5063723,5.62747353,
52256000,1.6222398500000001,32.6825244,5.61837536,
52355200,1.60314479,32.8110211,5.6138249,
52476000,1.574876624,32.960771199999996,5.6069242500000005,
